"ServiceName","ServiceBuildLabel","Timestamp","VirtualEnvironment"
"accbootstrapper","accbootstrapper_23_6_1003_0","2024-04-24T10:25:39.1183909Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","accbootstrapper_23_1_30003_0","2024-04-24T10:35:00.4665703Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","accbootstrapper_22_10_3002_0","2024-04-24T10:38:06.0238893Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","accbootstrapper_22_4_13002_0","2024-04-24T10:45:24.9069551Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","accbootstrapper_22_1_29005_0","2024-04-24T11:08:41.5876495Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","ap_2020_09_15_8661","2024-04-24T11:09:51.7880998Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","accbootstrapper_24_3_15011_0","2024-04-24T11:15:42.0153294Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"accbootstrapper","accbootstrapper_24_3_15011_0","2024-05-04T20:45:02.9052628Z","ceg_azuresecurity-accbootstrapper-ve"
"accbootstrapper","accbootstrapper_24_5_26008_0","2024-05-28T19:30:40.3189203Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"accbootstrapper","accbootstrapper_24_5_26008_0","2024-06-18T22:05:04.1774892Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accbootstrapper","nvidia_tip","2024-07-17T16:22:06.1629537Z","ceg_azuresecurity-azuresecurity-prod-ve"
"accelnetagent","accelnetagent_3_1_0_47","2024-04-24T06:10:24.3554806Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_34","2024-04-24T10:09:24.4474369Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_31","2024-04-24T10:25:06.2724345Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_20","2024-04-24T10:25:45.9610416Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_23","2024-04-24T10:25:47.6375576Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_16","2024-04-24T10:26:30.574434Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_19","2024-04-24T10:27:18.9452877Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_42","2024-04-24T10:27:24.8660901Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_13","2024-04-24T10:28:58.803341Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_41","2024-04-24T10:29:35.5403875Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_14","2024-04-24T10:30:02.5433665Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_22_vtap_3_0_0_111","2024-04-24T10:30:07.3107506Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_1_1_0_2","2024-04-24T10:31:41.8829557Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_19","2024-04-24T10:32:03.6701083Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_6","2024-04-24T10:33:30.5618643Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_25","2024-04-24T10:33:33.3053028Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_cloudvault_3_1_0_42","2024-04-24T10:34:02.0364214Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_10","2024-04-24T10:34:05.2793431Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_0_0_43","2024-04-24T10:35:00.4666167Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_38","2024-04-24T10:36:12.7237501Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_25_v_3_1_0_7","2024-04-24T10:37:18.8139055Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_0_0_33","2024-04-24T10:39:57.7523329Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_15","2024-04-24T10:40:09.0149019Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_5","2024-04-24T10:40:09.3839324Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_11","2024-04-24T10:40:11.5092284Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentsriovdecouple_3_0_0_112","2024-04-24T10:40:19.9124503Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_56","2024-04-24T10:40:33.2396631Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_0_0_6","2024-04-24T10:41:18.9710946Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_1_2_2_20","2024-04-24T10:44:11.4860221Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_23","2024-04-24T10:47:40.3338664Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_14","2024-04-24T10:52:55.2157928Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_7","2024-04-24T10:53:03.4072734Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_6","2024-04-24T10:57:59.2816024Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_1_0_0_11","2024-04-24T11:01:51.0599577Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_27","2024-04-24T11:02:42.8090996Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_1_2_2_118","2024-04-24T11:06:51.7173214Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_1_0_1","2024-04-24T11:17:58.5491775Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_37","2024-04-24T11:31:53.3019975Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_9","2024-04-24T11:44:10.4255023Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_5","2024-04-24T11:49:21.5714891Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_0_0_28","2024-04-24T12:01:48.0723612Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4_1","2024-04-25T23:55:38.0781668Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4_2","2024-04-26T00:12:43.54655Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4_2_1","2024-04-26T03:22:21.9153276Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_2_0_0_1_9","2024-04-29T05:47:15.9461663Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_6_0_9_3","2024-04-29T06:25:32.5476209Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_7","2024-04-29T21:04:28.3625371Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_8","2024-04-30T00:35:50.9566629Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_9","2024-04-30T02:17:35.9660737Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_10","2024-04-30T20:06:19.6326698Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_11","2024-05-01T04:56:29.5880095Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_downgradegft","2024-05-09T23:41:22.5405349Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_gftdowngrade","2024-05-10T04:32:40.9503432Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4m_validation","2024-05-15T00:33:18.4868104Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4m_validation_2","2024-05-15T05:29:23.0009818Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1","2024-05-22T21:15:57.5895866Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_1_0_47_v_4_1_0_35","2024-05-23T18:26:53.3929898Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_05_27","2024-05-29T01:31:27.7747312Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_1_0_37","2024-05-29T09:18:11.388112Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4m_validation_3","2024-06-01T06:13:36.0671456Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagentpackage_4m_validation_4","2024-06-06T00:12:17.9261249Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_06_11","2024-06-12T06:12:51.080443Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_12","2024-06-12T20:28:22.6596035Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_13","2024-06-13T01:26:35.2660272Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_14","2024-06-13T04:22:58.4477979Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnet_copy_egress_dtls_decrypted_fix","2024-06-27T23:12:53.2530536Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","copy_egress_dtls_decrypted_fix_rel","2024-06-28T04:19:00.9526772Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_3_0_0_61","2024-07-10T22:30:48.642746Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent","accelnetagent_4_2_0_10","2024-07-12T22:28:49.9762448Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent_master","","2024-06-10T22:52:45.1969279Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent_test_bist","","2024-04-30T23:15:09.069738Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent_test_bist_tip","","2024-05-01T23:14:01.6314669Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagent_test_gp","","2024-06-07T20:17:53.6741964Z","ceg_azurenetwork-networking-prod-8-ve"
"accelnetagentpackage","","2024-06-07T22:27:06.1717327Z","ceg_azurenetwork-networking-prod-8-ve"
"adecertdownloader","ap_2021_09_22_22002","2024-04-24T06:10:24.3555042Z","ceg_azuresecurity-azuresecurity-prod-ve"
"adecertdownloader","ap_2024_3_15011","2024-04-24T10:31:00.0512439Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"adecertdownloader","ap_2023_8_22002","2024-04-24T10:36:51.0099253Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"adecertdownloader","ap_2021_02_07_7002","2024-04-24T10:46:15.2098953Z","ceg_azuresecurity-azuresecurity-prod-ve"
"adecertdownloader","ap_2023_4_2003","2024-04-24T11:02:45.980219Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"adecertdownloader","ap_2020_09_15_8661","2024-04-24T11:09:51.7881262Z","ceg_azuresecurity-azuresecurity-prod-ve"
"aicpldupdater","spratap_1p_cpld_ares_hpm_version_1300_cluster","2024-04-24T10:35:11.7732302Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"aicpldupdater","spratap_arm64_cedar_crest_hpm_320_version","2024-04-24T10:36:49.628253Z","ceg_azurecsi-csi-firmware-prod-4-ve"
"aicpldupdater","spratap_arm64_cedar_hpm_320_version","2024-04-24T10:37:47.6586879Z","ceg_azurecsi-csi-firmware-prod-4-ve"
"aicpldupdater","spratap_arm64_cedar_scm_300_version","2024-05-17T07:12:13.3242087Z","ceg_azurecsi-csi-firmware-prod-4-ve"
"aicpldupdater","spratap_arm64_c2141_scm_300_version","2024-05-20T08:03:48.2434335Z","ceg_azurecsi-csi-firmware-prod-4-ve"
"aicpldupdater","spratap_1p_cpld_ares_hpm_crd6_1300_cluster","2024-06-04T21:40:29.3233808Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"aicpldupdater","spratap_1p_cpld_ares_hpm_1300_crd6_cluster","2024-06-13T11:29:21.9473088Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"aicpldupdater","vseerangaraj_dummy_powercycle_4358b32f","2024-07-12T10:00:06.9733941Z","ceg_azurecsi-csi-firmware-prod-1pio-ve"
"aicpldupdater","spratap_1p_cpld_ares_hpmversion_1300_cluster","2024-07-16T07:28:27.2106226Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"amacoreagent","amacoreagent_1_3_22_0","2024-04-24T10:25:00.2124588Z","ceg_azurecompute-compute-prod-ve"
"amacoreagent","amacoreagent_1_2_63_0","2024-04-24T10:37:09.1599006Z","ceg_azurecompute-compute-qualification-ve"
"amacoreagent","amacoreagent_1_2_31_0","2024-04-24T10:48:34.3426623Z","ceg_azurecompute-compute-qualification-ve"
"amacoreagent","amacoreagent_1_3_20_0","2024-04-24T11:12:06.9471884Z","ceg_azurecompute-compute-qualification-ve"
"amacoreagent","amacoreagent_1_3_22_0","2024-04-24T11:14:29.20341Z","ceg_azurecompute-compute-qualification-ve"
"amacoreagent","amacoreagent_1_2_3_0","2024-04-29T11:12:12.1210776Z","ceg_azurecompute-compute-qualification-ve"
"amd-cache-bad-version","","2024-05-17T15:27:05.9140876Z","ceg_azuresecurity-azuresecurity-prod-ve"
"amd-cache-fix-24-5-2024","","2024-05-24T17:25:11.0584195Z","ceg_azuresecurity-azuresecurity-prod-ve"
"amd-cache-good-version","","2024-05-17T15:32:37.205369Z","ceg_azuresecurity-azuresecurity-prod-ve"
"amd-fixed-cache","","2024-05-20T18:10:51.3585053Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2023_8_22002","2024-04-24T06:10:24.3555229Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2023_4_2003","2024-04-24T10:25:00.2038504Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2024_3_15011","2024-04-24T10:25:01.0568754Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2022_08_02_2003","2024-04-24T10:26:55.9993128Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2023_1_27","2024-04-24T10:30:49.2451596Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2022_09_29","2024-04-24T10:35:28.3130827Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2023_3_14","2024-04-24T10:53:02.4805478Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2022_05_27_27002","2024-04-24T10:57:59.2816324Z","ceg_azuresecurity-azuresecurity-prod-ve"
"antimalwareconfiguration","ap_2024_3_15011","2024-04-24T11:15:42.0313658Z","ceg_azuresecurity-azuresecurity-qualification-ve"
"aptools","ap_2024_01_08_7003","2024-04-24T10:35:01.8304765Z",""
"aptools","ap_2023_07_10_9004","2024-04-25T08:35:13.0074089Z",""
"aptools","ap_2024_03_18_17004","2024-05-22T23:49:25.1175319Z",""
"aptools","ap_2024_02_19_18003","2024-05-30T14:43:24.8731028Z",""
"apuagent","apuagent_main_1_1_0_1","2024-04-24T10:35:11.7732735Z","ceg_azurecsi-fast-driver-prod-ve"
"apuagent","apuagent_main_1_1_0_4","2024-05-06T20:58:18.4234747Z","ceg_azurecsi-fast-driver-prod-ve"
"apuagent","apuagent_main_1_1_0_5","2024-05-28T16:54:22.3014937Z","ceg_azurecsi-fast-driver-prod-ve"
"apuagent","apuagent_main_1_1_0_6","2024-06-07T21:06:15.6464887Z","ceg_azurecsi-fast-driver-prod-ve"
"apuagent","apuagent_aifx_1_1_0_3","2024-06-26T02:49:29.4876158Z","ceg_azurecsi-fast-driver-prod-ve"
"apuagent","apuagent_aifx_1_1_0_4","2024-06-28T04:28:31.8591513Z","ceg_azurecsi-fast-driver-prod-ve"
"apufwupdater","vseerangaraj_1p_apufw_f6c632ce","2024-04-24T10:35:11.7732871Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","vseerangaraj_1p_apufw_8c533c2f","2024-04-24T10:38:39.9954838Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","paul_hoehne_1p_apufw_9c3cb26c","2024-04-26T01:02:06.4141183Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","hoehne_1p_apufw_610965","2024-05-30T03:20:30.9547653Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","hoehne_1p_apufw_610965_new","2024-06-19T21:43:27.4061002Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","hoehne_1p_apufw_610965_all","2024-06-25T02:50:42.7689495Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"apufwupdater","hoehne_1p_apufw_d89e99cc_longwait","2024-07-03T01:11:25.9831Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"asap","oshp_asap_ah2021_5_67_2_5","2024-04-24T06:35:03.7543315Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2021_6sec_5_66_2_9","2024-04-24T10:29:35.5404375Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ovl2_6_17_2_1","2024-04-24T10:30:36.6708101Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2021_6_14_2_3","2024-04-24T10:43:55.8241461Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2021_5_66_2_9","2024-04-24T11:29:21.9925875Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2021_5_64_2_1","2024-04-24T11:58:01.4614069Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2024_5_67_2_5","2024-05-10T05:28:05.8624699Z","ceg_azurecompute-datapath-ovlhost-ve"
"asap","oshp_asap_ah2024_6_17_2_1","2024-05-29T21:02:09.1624498Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_asap_1_0_17_161","2024-04-24T06:35:03.7543451Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_asap_5_66_2_10","2024-04-24T10:29:35.5404492Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_asap_1_0_17_157","2024-04-24T10:30:15.1734129Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_asap_1_0_17_165","2024-04-24T10:30:33.1781307Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_61","2024-04-24T10:30:36.6708218Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_asap_5_66_2_9","2024-04-24T11:29:21.9925988Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_multiarch_asap_5_65_2_2","2024-04-24T11:58:01.4614185Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_55","2024-04-24T12:19:33.3417795Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_74","2024-05-14T18:29:51.2393061Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_79","2024-06-09T18:57:38.6416328Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","storageagent_multiarch_asap_5_64_2_3","2024-06-12T00:33:22.9413588Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_82","2024-06-12T04:58:03.3186159Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_84","2024-06-15T03:10:45.1411869Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_99","2024-07-08T22:16:49.2955327Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_108","2024-07-16T00:33:15.7450829Z","ceg_azurecompute-datapath-ovlhost-ve"
"asapdatapathagent","xaccel_agents_2_0_0_109","2024-07-17T21:38:24.4289837Z","ceg_azurecompute-datapath-ovlhost-ve"
"assettool","ap_2024_01_08_7003","2024-04-24T10:35:01.8304981Z",""
"assettool","ap_2023_07_10_9004","2024-04-25T08:35:13.0074248Z",""
"assettool","ap_2024_03_18_17004","2024-05-13T06:13:26.4557833Z",""
"assettool","ap_2024_02_19_18003","2024-05-30T14:43:24.8731178Z",""
"atlasnodeshellagent","winfab_warp_prerelease_7_2_0_308","2024-04-24T10:55:11.9732524Z","ceg_azurehyperscale-atlas-canary-ve"
"atlaspcieswupdater","kevinwu_atlaspcieswupdater_231023","2024-04-24T10:26:31.0631564Z","ceg_azurecsi-csi-firmware-prod-gpu-ve"
"atlaspcieswupdater","hcs_rakol_main_atlaspcieswupdater_24_03_20001_0","2024-04-24T10:27:17.2449971Z","ceg_azurecsi-csi-firmware-prod-gpu-ve"
"atlaspcieswupdater","keviwu_a100_gen7_gpu_40g_crd6_pcie_01","2024-04-24T10:30:54.4724867Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"atlaspcieswupdater","hcs_master_23_11_09020","2024-04-24T10:35:14.9201155Z","ceg_azurecsi-csi-firmware-prod-gpu-ve"
"atlaspcieswupdater","keviwu_a100_gen7_gpu_40g_crd6_pcie_mwh05prdgpc02_wave1_7_24","2024-04-24T10:36:04.1844909Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"atlaspcieswupdater","keviwu_a100_gen7_gpu_40g_crd6_pcie","2024-04-24T10:36:38.8106679Z","ceg_azurecsi-csi-firmware-prod-bios-ve"
"atlaspcieswupdater","hcs_rakol_main_atlaspcieswupdater_24_04_19001_0","2024-04-24T10:40:34.7974819Z","ceg_azurecsi-csi-firmware-prod-gpu-ve"
"atlaspcieswupdater","hcs_rakol_main_atlaspcieswupdater_24_03_20001_0","2024-04-25T07:20:01.4889691Z","ceg_azurecsi-csi-firmware-prod-io-ve"
"atlaspcieswupdater","hcs_rakol_atlaspcieswupdater_24_06_13001_0","2024-06-19T19:24:09.6375521Z","ceg_azurecsi-csi-firmware-prod-gpu-ve"
"atlaspcieswupdater","hcs_rakol_atlaspcieswupdater_24_06_25001_0_1","2024-06-26T02:17:28.6827005Z","ceg_azurecsi-csi-firmware-prod-io-ve"
"atlaspcieswupdater","hcs_rakol_atlaspcieswupdater_24_06_13001_0","2024-06-26T04:45:09.0509156Z","ceg_azurecsi-csi-firmware-prod-io-ve"
"atlaspcieswupdater","hcs_rakol_atlaspcieswupdater_24_06_25001","2024-07-02T21:20:28.7259023Z","ceg_azurecsi-csi-firmware-prod-io-ve"
"azurecredentialsmanagementservice","acms_4_5_02322_142","2024-04-24T06:10:24.3555698Z","ceg_azuresecurity-azuresecurity-prod-ve"
"azurecredentialsmanagementservice","ap_2023_02_27_26003","2024-04-24T10:25:00.2039183Z","ceg_azuresecurity-azuresecurity-prod-ve"
